annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;combinaison_triee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009219;LUNDI   ;24/08/2009;24/10/2009;22;18;33;28;11;2;11-18-22-28-33+2;11-18-22-28-33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009220;MERCREDI;26/08/2009;26/10/2009;44;31;7;38;14;1;7-14-31-38-44+1;7-14-31-38-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009221;SAMEDI  ;29/08/2009;29/10/2009;34;7;27;23;19;7;7-19-23-27-34+7;7-19-23-27-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009222;LUNDI   ;31/08/2009;31/10/2009;16;13;1;5;20;2;1-5-13-16-20+2;1-5-13-16-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009223;MERCREDI;02/09/2009;02/11/2009;17;5;12;6;15;1;5-6-12-15-17+1;5-6-12-15-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009224;SAMEDI  ;05/09/2009;05/11/2009;1;37;17;44;20;8;1-17-20-37-44+8;1-17-20-37-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009225;LUNDI   ;07/09/2009;07/11/2009;8;21;4;31;39;2;4-8-21-31-39+2;4-8-21-31-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009226;MERCREDI;09/09/2009;09/11/2009;1;12;23;22;7;4;1-7-12-22-23+4;1-7-12-22-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009227;SAMEDI  ;12/09/2009;12/11/2009;41;11;4;29;7;4;4-7-11-29-41+4;4-7-11-29-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009228;LUNDI   ;14/09/2009;14/11/2009;9;18;43;32;22;1;9-18-22-32-43+1;9-18-22-32-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009229;MERCREDI;16/09/2009;16/11/2009;40;7;21;25;30;1;7-21-25-30-40+1;7-21-25-30-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009230;SAMEDI  ;19/09/2009;19/11/2009;12;27;38;33;19;7;12-19-27-33-38+7;12-19-27-33-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009231;LUNDI   ;21/09/2009;21/11/2009;3;4;38;46;7;2;3-4-7-38-46+2;3-4-7-38-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009232;MERCREDI;23/09/2009;23/11/2009;24;42;4;47;5;6;4-5-24-42-47+6;4-5-24-42-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009233;SAMEDI  ;26/09/2009;26/11/2009;2;37;43;21;25;9;2-21-25-37-43+9;2-21-25-37-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009234;LUNDI   ;28/09/2009;28/11/2009;30;20;16;3;44;4;3-16-20-30-44+4;3-16-20-30-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009235;MERCREDI;30/09/2009;30/11/2009;33;35;40;5;2;4;2-5-33-35-40+4;2-5-33-35-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009236;SAMEDI  ;03/10/2009;03/12/2009;47;15;49;7;9;7;7-9-15-47-49+7;7-9-15-47-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009237;LUNDI   ;05/10/2009;05/12/2009;21;12;20;11;32;4;11-12-20-21-32+4;11-12-20-21-32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009238;MERCREDI;07/10/2009;07/12/2009;4;1;21;12;46;8;1-4-12-21-46+8;1-4-12-21-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009239;SAMEDI  ;10/10/2009;10/12/2009;3;38;1;23;16;3;1-3-16-23-38+3;1-3-16-23-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009240;LUNDI   ;12/10/2009;12/12/2009;38;7;48;43;28;5;7-28-38-43-48+5;7-28-38-43-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009241;MERCREDI;14/10/2009;14/12/2009;6;35;36;42;24;2;6-24-35-36-42+2;6-24-35-36-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009242;SAMEDI  ;17/10/2009;17/12/2009;12;49;8;20;16;5;8-12-16-20-49+5;8-12-16-20-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009243;LUNDI   ;19/10/2009;19/12/2009;4;31;11;3;6;1;3-4-6-11-31+1;3-4-6-11-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009244;MERCREDI;21/10/2009;21/12/2009;10;49;26;15;1;7;1-10-15-26-49+7;1-10-15-26-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009245;SAMEDI  ;24/10/2009;24/12/2009;39;28;15;38;27;10;15-27-28-38-39+10;15-27-28-38-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009246;LUNDI   ;26/10/2009;26/12/2009;49;47;42;1;3;7;1-3-42-47-49+7;1-3-42-47-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009247;MERCREDI;28/10/2009;28/12/2009;8;11;7;37;30;3;7-8-11-30-37+3;7-8-11-30-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009248;SAMEDI  ;31/10/2009;31/12/2009;23;39;36;27;30;2;23-27-30-36-39+2;23-27-30-36-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009249;LUNDI   ;02/11/2009;02/01/2010;17;34;23;40;9;9;9-17-23-34-40+9;9-17-23-34-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009250;MERCREDI;04/11/2009;04/01/2010;33;18;19;22;23;1;18-19-22-23-33+1;18-19-22-23-33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009251;SAMEDI  ;07/11/2009;07/01/2010;1;41;13;3;18;1;1-3-13-18-41+1;1-3-13-18-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009252;LUNDI   ;09/11/2009;09/01/2010;3;2;29;48;1;9;1-2-3-29-48+9;1-2-3-29-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009253;MERCREDI;11/11/2009;11/01/2010;41;47;22;17;7;6;7-17-22-41-47+6;7-17-22-41-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009254;SAMEDI  ;14/11/2009;14/01/2010;39;16;47;28;24;9;16-24-28-39-47+9;16-24-28-39-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009255;LUNDI   ;16/11/2009;16/01/2010;20;32;36;19;27;7;19-20-27-32-36+7;19-20-27-32-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009256;MERCREDI;18/11/2009;18/01/2010;24;20;22;19;1;6;1-19-20-22-24+6;1-19-20-22-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009257;SAMEDI  ;21/11/2009;21/01/2010;20;33;46;40;12;6;12-20-33-40-46+6;12-20-33-40-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009258;LUNDI   ;23/11/2009;23/01/2010;13;12;3;37;30;8;3-12-13-30-37+8;3-12-13-30-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009259;MERCREDI;25/11/2009;25/01/2010;14;33;39;15;11;6;11-14-15-33-39+6;11-14-15-33-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009260;SAMEDI  ;28/11/2009;28/01/2010;35;37;41;15;39;4;15-35-37-39-41+4;15-35-37-39-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009261;LUNDI   ;30/11/2009;30/01/2010;12;43;7;23;27;6;7-12-23-27-43+6;7-12-23-27-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009262;MERCREDI;02/12/2009;01/02/2010;10;47;20;28;21;6;10-20-21-28-47+6;10-20-21-28-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009263;SAMEDI  ;05/12/2009;04/02/2010;28;22;7;16;39;7;7-16-22-28-39+7;7-16-22-28-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009264;LUNDI   ;07/12/2009;06/02/2010;20;42;43;33;19;5;19-20-33-42-43+5;19-20-33-42-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009265;MERCREDI;09/12/2009;08/02/2010;1;31;11;22;23;1;1-11-22-23-31+1;1-11-22-23-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009266;SAMEDI  ;12/12/2009;11/02/2010;4;30;13;18;39;1;4-13-18-30-39+1;4-13-18-30-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009267;LUNDI   ;14/12/2009;13/02/2010;46;8;26;13;38;2;8-13-26-38-46+2;8-13-26-38-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009268;MERCREDI;16/12/2009;15/02/2010;39;15;23;49;30;5;15-23-30-39-49+5;15-23-30-39-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009269;SAMEDI  ;19/12/2009;18/02/2010;40;15;16;6;9;6;6-9-15-16-40+6;6-9-15-16-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009270;LUNDI   ;21/12/2009;20/02/2010;38;42;28;3;27;9;3-27-28-38-42+9;3-27-28-38-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009271;MERCREDI;23/12/2009;22/02/2010;24;44;18;17;15;6;15-17-18-24-44+6;15-17-18-24-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009272;SAMEDI  ;26/12/2009;25/02/2010;7;6;41;25;16;5;6-7-16-25-41+5;6-7-16-25-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009273;LUNDI   ;28/12/2009;27/02/2010;23;12;15;27;46;6;12-15-23-27-46+6;12-15-23-27-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009274;MERCREDI;30/12/2009;01/03/2010;21;39;5;2;15;10;2-5-15-21-39+10;2-5-15-21-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010001;SAMEDI  ;02/01/2010;04/03/2010;43;5;23;49;17;4;5-17-23-43-49+4;5-17-23-43-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010002;LUNDI   ;04/01/2010;06/03/2010;33;21;41;18;32;9;18-21-32-33-41+9;18-21-32-33-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010003;MERCREDI;06/01/2010;08/03/2010;19;49;31;44;38;3;19-31-38-44-49+3;19-31-38-44-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010004;SAMEDI  ;09/01/2010;11/03/2010;35;4;14;23;46;7;4-14-23-35-46+7;4-14-23-35-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010005;LUNDI   ;11/01/2010;13/03/2010;24;20;31;36;6;4;6-20-24-31-36+4;6-20-24-31-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010006;MERCREDI;13/01/2010;15/03/2010;31;4;14;37;7;8;4-7-14-31-37+8;4-7-14-31-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010007;SAMEDI  ;16/01/2010;18/03/2010;21;38;32;3;33;10;3-21-32-33-38+10;3-21-32-33-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010008;LUNDI   ;18/01/2010;20/03/2010;8;7;22;28;38;10;7-8-22-28-38+10;7-8-22-28-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010009;MERCREDI;20/01/2010;22/03/2010;13;37;48;45;28;9;13-28-37-45-48+9;13-28-37-45-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010010;SAMEDI  ;23/01/2010;25/03/2010;24;39;2;13;48;1;2-13-24-39-48+1;2-13-24-39-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010011;LUNDI   ;25/01/2010;27/03/2010;6;8;31;45;36;9;6-8-31-36-45+9;6-8-31-36-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010012;MERCREDI;27/01/2010;29/03/2010;10;15;43;45;5;9;5-10-15-43-45+9;5-10-15-43-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010013;SAMEDI  ;30/01/2010;01/04/2010;44;26;18;21;47;3;18-21-26-44-47+3;18-21-26-44-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010014;LUNDI   ;01/02/2010;03/04/2010;29;1;39;40;18;2;1-18-29-39-40+2;1-18-29-39-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010015;MERCREDI;03/02/2010;05/04/2010;44;48;7;30;13;7;7-13-30-44-48+7;7-13-30-44-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010016;SAMEDI  ;06/02/2010;08/04/2010;16;37;18;5;34;5;5-16-18-34-37+5;5-16-18-34-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010017;LUNDI   ;08/02/2010;10/04/2010;36;13;24;7;42;4;7-13-24-36-42+4;7-13-24-36-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010018;MERCREDI;10/02/2010;12/04/2010;6;45;19;12;11;10;6-11-12-19-45+10;6-11-12-19-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010019;SAMEDI  ;13/02/2010;15/04/2010;1;7;38;3;14;5;1-3-7-14-38+5;1-3-7-14-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010020;LUNDI   ;15/02/2010;17/04/2010;48;39;24;8;15;8;8-15-24-39-48+8;8-15-24-39-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010021;MERCREDI;17/02/2010;19/04/2010;23;40;26;22;29;5;22-23-26-29-40+5;22-23-26-29-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010022;SAMEDI  ;20/02/2010;22/04/2010;34;49;36;39;23;8;23-34-36-39-49+8;23-34-36-39-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010023;LUNDI   ;22/02/2010;24/04/2010;41;48;18;11;24;2;11-18-24-41-48+2;11-18-24-41-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010024;MERCREDI;24/02/2010;26/04/2010;45;2;1;27;31;8;1-2-27-31-45+8;1-2-27-31-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010025;SAMEDI  ;27/02/2010;29/04/2010;13;40;2;10;35;1;2-10-13-35-40+1;2-10-13-35-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010026;LUNDI   ;01/03/2010;01/05/2010;19;11;8;48;49;7;8-11-19-48-49+7;8-11-19-48-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010027;MERCREDI;03/03/2010;03/05/2010;17;37;23;25;2;7;2-17-23-25-37+7;2-17-23-25-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010028;SAMEDI  ;06/03/2010;06/05/2010;5;18;26;9;36;9;5-9-18-26-36+9;5-9-18-26-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010029;LUNDI   ;08/03/2010;08/05/2010;23;11;43;49;10;10;10-11-23-43-49+10;10-11-23-43-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010030;MERCREDI;10/03/2010;10/05/2010;36;13;44;1;48;2;1-13-36-44-48+2;1-13-36-44-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010031;SAMEDI  ;13/03/2010;13/05/2010;32;37;16;6;8;7;6-8-16-32-37+7;6-8-16-32-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010032;LUNDI   ;15/03/2010;15/05/2010;18;15;1;4;38;6;1-4-15-18-38+6;1-4-15-18-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010033;MERCREDI;17/03/2010;17/05/2010;46;1;24;18;9;7;1-9-18-24-46+7;1-9-18-24-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010034;SAMEDI  ;20/03/2010;20/05/2010;15;36;28;49;2;3;2-15-28-36-49+3;2-15-28-36-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010035;LUNDI   ;22/03/2010;22/05/2010;44;34;25;47;29;9;25-29-34-44-47+9;25-29-34-44-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010036;MERCREDI;24/03/2010;24/05/2010;28;9;35;8;42;6;8-9-28-35-42+6;8-9-28-35-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010037;SAMEDI  ;27/03/2010;27/05/2010;43;42;9;21;46;6;9-21-42-43-46+6;9-21-42-43-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010038;LUNDI   ;29/03/2010;29/05/2010;2;44;41;34;46;2;2-34-41-44-46+2;2-34-41-44-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010039;MERCREDI;31/03/2010;31/05/2010;46;28;21;39;49;1;21-28-39-46-49+1;21-28-39-46-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010040;SAMEDI  ;03/04/2010;03/06/2010;35;39;20;48;42;2;20-35-39-42-48+2;20-35-39-42-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010041;LUNDI   ;05/04/2010;05/06/2010;17;18;36;21;47;6;17-18-21-36-47+6;17-18-21-36-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010042;MERCREDI;07/04/2010;07/06/2010;28;11;2;33;43;1;2-11-28-33-43+1;2-11-28-33-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010043;SAMEDI  ;10/04/2010;10/06/2010;33;13;49;36;22;4;13-22-33-36-49+4;13-22-33-36-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010044;LUNDI   ;12/04/2010;12/06/2010;4;36;11;31;46;10;4-11-31-36-46+10;4-11-31-36-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010045;MERCREDI;14/04/2010;14/06/2010;9;12;29;2;21;7;2-9-12-21-29+7;2-9-12-21-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010046;SAMEDI  ;17/04/2010;17/06/2010;24;42;16;9;32;3;9-16-24-32-42+3;9-16-24-32-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010047;LUNDI   ;19/04/2010;19/06/2010;44;22;17;38;2;8;2-17-22-38-44+8;2-17-22-38-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010048;MERCREDI;21/04/2010;21/06/2010;24;26;35;9;1;4;1-9-24-26-35+4;1-9-24-26-35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010049;SAMEDI  ;24/04/2010;24/06/2010;17;34;27;3;41;4;3-17-27-34-41+4;3-17-27-34-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010050;LUNDI   ;26/04/2010;26/06/2010;29;24;4;46;7;10;4-7-24-29-46+10;4-7-24-29-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010051;MERCREDI;28/04/2010;28/06/2010;34;49;9;25;38;1;9-25-34-38-49+1;9-25-34-38-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010052;SAMEDI  ;01/05/2010;01/07/2010;39;28;3;42;6;5;3-6-28-39-42+5;3-6-28-39-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010053;LUNDI   ;03/05/2010;03/07/2010;8;11;12;26;48;6;8-11-12-26-48+6;8-11-12-26-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010054;MERCREDI;05/05/2010;05/07/2010;10;30;18;27;4;1;4-10-18-27-30+1;4-10-18-27-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010055;SAMEDI  ;08/05/2010;08/07/2010;16;29;31;39;1;2;1-16-29-31-39+2;1-16-29-31-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010056;LUNDI   ;10/05/2010;10/07/2010;41;4;35;33;10;5;4-10-33-35-41+5;4-10-33-35-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010057;MERCREDI;12/05/2010;12/07/2010;28;22;27;14;23;4;14-22-23-27-28+4;14-22-23-27-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010058;SAMEDI  ;15/05/2010;15/07/2010;32;31;44;27;9;8;9-27-31-32-44+8;9-27-31-32-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010059;LUNDI   ;17/05/2010;17/07/2010;9;27;26;29;36;5;9-26-27-29-36+5;9-26-27-29-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010060;MERCREDI;19/05/2010;19/07/2010;24;12;17;38;30;7;12-17-24-30-38+7;12-17-24-30-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010061;SAMEDI  ;22/05/2010;22/07/2010;2;48;40;46;17;10;2-17-40-46-48+10;2-17-40-46-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010062;LUNDI   ;24/05/2010;24/07/2010;8;35;29;12;3;1;3-8-12-29-35+1;3-8-12-29-35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010063;MERCREDI;26/05/2010;26/07/2010;47;3;35;22;6;1;3-6-22-35-47+1;3-6-22-35-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010064;SAMEDI  ;29/05/2010;29/07/2010;33;21;49;26;46;1;21-26-33-46-49+1;21-26-33-46-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010065;LUNDI   ;31/05/2010;31/07/2010;46;49;32;5;33;1;5-32-33-46-49+1;5-32-33-46-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010066;MERCREDI;02/06/2010;02/08/2010;43;11;14;23;17;10;11-14-17-23-43+10;11-14-17-23-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010067;SAMEDI  ;05/06/2010;05/08/2010;37;43;31;45;22;5;22-31-37-43-45+5;22-31-37-43-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010068;LUNDI   ;07/06/2010;07/08/2010;29;48;42;28;26;1;26-28-29-42-48+1;26-28-29-42-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010069;MERCREDI;09/06/2010;09/08/2010;14;48;44;24;20;10;14-20-24-44-48+10;14-20-24-44-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010070;SAMEDI  ;12/06/2010;12/08/2010;30;43;48;24;15;7;15-24-30-43-48+7;15-24-30-43-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010071;LUNDI   ;14/06/2010;14/08/2010;15;48;23;49;45;2;15-23-45-48-49+2;15-23-45-48-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010072;MERCREDI;16/06/2010;16/08/2010;40;48;15;9;3;10;3-9-15-40-48+10;3-9-15-40-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010073;SAMEDI  ;19/06/2010;19/08/2010;21;23;19;36;49;4;19-21-23-36-49+4;19-21-23-36-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010074;LUNDI   ;21/06/2010;21/08/2010;45;35;24;37;48;2;24-35-37-45-48+2;24-35-37-45-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010075;MERCREDI;23/06/2010;23/08/2010;16;27;41;1;35;1;1-16-27-35-41+1;1-16-27-35-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010076;SAMEDI  ;26/06/2010;26/08/2010;47;16;11;37;7;10;7-11-16-37-47+10;7-11-16-37-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010077;LUNDI   ;28/06/2010;28/08/2010;41;49;42;19;12;8;12-19-41-42-49+8;12-19-41-42-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010078;MERCREDI;30/06/2010;30/08/2010;14;44;28;18;17;2;14-17-18-28-44+2;14-17-18-28-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010079;SAMEDI  ;03/07/2010;02/09/2010;10;46;2;33;28;8;2-10-28-33-46+8;2-10-28-33-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010080;LUNDI   ;05/07/2010;04/09/2010;39;33;43;22;31;10;22-31-33-39-43+10;22-31-33-39-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010081;MERCREDI;07/07/2010;06/09/2010;20;47;49;26;31;10;20-26-31-47-49+10;20-26-31-47-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010082;SAMEDI  ;10/07/2010;09/09/2010;27;32;12;42;30;7;12-27-30-32-42+7;12-27-30-32-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010083;LUNDI   ;12/07/2010;11/09/2010;47;11;15;24;38;6;11-15-24-38-47+6;11-15-24-38-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010084;MERCREDI;14/07/2010;13/09/2010;48;30;5;26;11;1;5-11-26-30-48+1;5-11-26-30-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010085;SAMEDI  ;17/07/2010;16/09/2010;32;28;47;20;22;6;20-22-28-32-47+6;20-22-28-32-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010086;LUNDI   ;19/07/2010;18/09/2010;27;24;16;10;47;5;10-16-24-27-47+5;10-16-24-27-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
